866957/2009,{6BEDA8E5-C903-4983-BEB3-FD6A88DDF4A4},866957,2009,44.92,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866965/2009,{2A5CC7D5-B990-4EA2-9C47-5863B66D4044},866965,2009,49.98,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866966/2009,{087C7044-6550-4983-BBBC-F566C9C75F66},866966,2009,49.96,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 03.20.2020,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE calcite,soil amendments,MT
866967/2005,{21D64D2B-4E58-427C-963B-AAAA20E09A6C},866967,2005,50,OF MINING CONCESSION,436 - CONC LAV / DOCUMENT IN SEVERAL filed 24/04/2019,Gaecal Industria de Calcario Ltda Me,LIMESTONE,Industrial,MT
866452/2010,{A16887B0-59B0-40E2-A3F9-7A04A8D9DB4F},866452,2010,26.87,LICENSING,755 - LICENSE / EXTENSION IN REGISTRY LICENSE protocolled 09.04.2020,ANCELMO PERON,SAND,Construction,MT
866303/2002,{FEBB8F99-E5E9-4E0D-A3E8-75DD387F318B},866303,2002,488.83,APPLICATION TILL,1951 - TRANSFER RIGHTS - MERGER endorsed ON 20/03/2013,Votorantim Cimentos S A,CLAY,Manufacture of cement,MT
867034/2010,{91397500-E706-4AC6-A35C-CB59BF9E656E},867034,2010,18.17,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 19.07.2017,"Galleti Transportes, Comercio e Representacoes Ltda Me",SAND,Construction,MT
866978/2010,{B600BA08-9D49-485D-BF13-10FCC6414A8A},866978,2010,967.05,SEARCH AUTHORIZATION,645 - AUT PESQ / PAYMENT FINE-MADE IN REL PESQ 23.02.2018,DUILIO RIBEIRO BRAGA JUNIOR,DIAMOND,Industrial,MT
867066/2010,{C0197373-562E-44E0-94E2-B2600C47663A},867066,2010,37.58,LICENSING,741 - LICENSE / REGISTRATION CORRECTION PUBLISHED IN LICENSE 03/07/2019,Marta M. D Silva & Cia Ltda,SAND,Construction,MT
867114/2010,{80F471D1-69F8-4A3B-A107-B2D7777E0ADE},867114,2010,1,LICENSING,755 - LICENSE / EXTENSION IN REGISTRY LICENSE protocolled 06.30.2020,Adolar Tomasi & Cia Ltda,CLAY,red pottery,MT
866308/2000,{4DA2D313-E1A0-421C-A280-5549EBBAACF5},866308,2000,248.7,OF MINING CONCESSION,2351 - CONC LAV / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 08.15.2019,INDUSTRIA DE CALCARIOS CACAPAVA LTDA,LIMESTONE,Industrial,MT
866388/2008,{C910B534-5CD1-44BE-BFF5-1D505252469F},866388,2008,39.65,OF MINING CONCESSION,403 - CONC LAV / POSSESSION immission REQUIRED ON 11/02/2020,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE dolomitic,soil amendments,MT
867007/1992,{B94E91DB-9EE0-4E1C-81D5-6F2B4F26D857},867007,1992,132.81,OF MINING CONCESSION,432 - CONC LAV / BONDAGE AREA REQUESTED ON 01/11/2019,Copacel Indústria e Comercio de Calcário e Cereais Ltda,LIMESTONE,soil amendments,MT
866222/2011,{97E8DBF3-C4CA-478E-858B-8F3AF8EFAC0F},866222,2011,21.09,LICENSING,736 - LICENSE / DOCUMENT IN SEVERAL filed 08/21/2015,Adoricio da Ross Corsini,SAND,Construction,MT
866223/2011,{973CFC77-D123-470E-8BC8-438BB5595C1B},866223,2011,42.91,LICENSING,736 - LICENSE / DOCUMENT IN SEVERAL filed 01/07/2020,VALDENI DA ROSS CORSINI,SAND,Construction,MT
866224/2011,{CCF7C104-D79D-42BA-90F2-E9F0824DCC8B},866224,2011,38.55,LICENSING,736 - LICENSE / DOCUMENT IN SEVERAL filed 01/07/2020,VALDENI DA ROSS CORSINI,SAND,Construction,MT
866711/2007,{FFA5E06B-996E-4C83-97E0-AD60FC52DAE2},866711,2007,602.25,APPLICATION TILL,336 - REQ LAV / DOCUMENT IN SEVERAL filed 10/29/2019,Mineração Tombador Comércio Indústria Ltda,LIMESTONE,Manufacture of lime,MT
866026/1994,{75EB54CB-6A26-4445-BF90-AE3A9E7743D8},866026,1994,667.8,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/26/2013,Arrossensal Agropecuária e Industrial S A,GOLD,Uninformed,MT
866680/1994,{E179B7C9-CDB8-415D-ABDA-4629909CC16B},866680,1994,130.37,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/26/2013,Arrossensal Agropecuária e Industrial S A,DIAMOND INDUSTRY,Uninformed,MT
866304/1995,{31E70F55-1045-43B4-A140-9D633B903345},866304,1995,5094.85,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/26/2013,Arrossensal Agropecuária e Industrial S A,GOLD,Uninformed,MT
866299/1995,{696A84B5-DAB1-4328-B79E-20DF0487EF88},866299,1995,1217.46,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/26/2013,Arrossensal Agropecuária e Industrial S A,GOLD,Uninformed,MT
866681/1994,{DBEE05DD-3E0A-456E-ACEE-DAB8F2D6CA4C},866681,1994,692.71,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/26/2013,Arrossensal Agropecuária e Industrial S A,DIAMOND INDUSTRY,Uninformed,MT
866313/2011,{B3799AAF-0601-4C4F-9196-9BFA115F13C3},866313,2011,8.17,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 19.09.2019,Edivaldo Nogueira Souto,SAND,Construction,MT
867093/2005,{AC03E7FD-AAE1-41D3-8163-FC2F79924B58},867093,2005,17.12,OF MINING CONCESSION,1733 - CONC LAV / RAL REQUIREMENT OF COMPLIANCE ON 06/03/2020,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE,Manufacture of lime,MT
866647/2011,{2C4E8CC8-338F-4B6D-B16C-DB70A7D96526},866647,2011,1557.53,SEARCH AUTHORIZATION,264 - AUT PESQ / PAYMENT TAH made on 08/16/2019,OLETE BENEDITO VENTURA,DIAMOND,Egg yolk,MT
866651/2011,{3F5D5706-C7B4-4C49-A12C-17EC939DADCB},866651,2011,49.97,OF MINING CONCESSION,2132 - CONC LAV / ORDINANCE MINING CONCESSION IN ANM PUB 18/07/2019,Industria e Comercio de Brita Cuiaba Ltda Epp,LIMESTONE,soil amendments,MT
866714/2011,{20EE0C4B-3F9D-416D-AA99-026558131999},866714,2011,2738.5,SEARCH AUTHORIZATION,264 - AUT PESQ / PAYMENT TAH made on 1/3/2019,Copacel Indústria e Comercio de Calcário e Cereais Ltda,GOLD ORE,Industrial,MT
867259/2005,{CF93A1C9-5F73-4799-8ACC-2DB691EF0D27},867259,2005,48.99,OF MINING CONCESSION,1399 - CONC LAV / LEAVE ON ENVIRONMENTAL protocolled 08.31.2018,Calcario Mato Grosso Industria e Comercio Ltda,LIMESTONE,soil amendments,MT
866969/2011,{74B92B82-3BC0-4EF2-A699-F30A69050DE3},866969,2011,49.35,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866941/2011,{E6D5BA41-0969-4048-B6D3-DA75C8397138},866941,2011,42.34,APPLICATION TILL,1958 - REQ LAV / AREA REQUESTED IN BONDAGE 06/11/2019,Copacel Indústria e Comercio de Calcário e Cereais Ltda,LIMESTONE,Brita,MT
866968/2011,{ECC7148A-1EC1-47C1-A9BE-9EC1A288FCC8},866968,2011,48.53,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866970/2011,{706490A9-0502-48E9-A02E-7855B05D0749},866970,2011,48.55,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866977/2011,{7D0D7934-BF3D-4F63-947C-512351AB2BD2},866977,2011,45.62,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866972/2011,{40C486A7-DC23-46A2-9A8E-79A62B60A865},866972,2011,48.42,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866971/2011,{F001F15E-32AB-48B6-B699-CF4EA69D8B9A},866971,2011,49.56,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866978/2011,{7CF42843-04E1-46D3-9E83-A1F213859DC3},866978,2011,47.24,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866980/2011,{5B16CB41-EEA0-4AD3-AF3C-67687594ABFB},866980,2011,49.55,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866979/2011,{F2A15217-7DFB-47E1-AE75-22ECA88BA469},866979,2011,47.58,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866981/2011,{37694784-1A4D-46A6-8B6C-37547494B2EF},866981,2011,48.91,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866982/2011,{1460E072-7B2A-4216-B927-1349AB55C644},866982,2011,49.43,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866976/2011,{F98A9BA5-9E0D-432B-BC40-9B8536BBD167},866976,2011,49.26,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866973/2011,{77E47E12-72A9-42BE-BE5C-103BF277F784},866973,2011,49.06,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866974/2011,{F127D21E-D23B-4188-A08A-1AC2FB320D16},866974,2011,49.11,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
866975/2011,{48058C6D-0AE3-4FF1-9921-F31D95C914F9},866975,2011,43.24,APPLICATION TILL Garimpeira,335 - REQ PLG / REJECTION IN PUBLISHED 17/12/2015,Geraldo Dinamar Froes,DIAMOND,Egg yolk,MT
867096/2011,{3A9AF711-7AD6-4D9E-8C54-935E34DD3C3A},867096,2011,49.07,TILL garimpeira,1403 - PLG / LEAVE ON ENVIRONMENTAL protocolled 23.09.2020,Marcir Norberto Weber,GOLD ORE,Industrial,MT
866054/1996,{B8A79A27-20AD-4606-910B-FF60D0A914D7},866054,1996,7.13,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866055/1996,{07CB911C-30F1-4576-9875-C2FBE2EBCE6E},866055,1996,7.6,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866053/1996,{4FE95569-97EC-44C3-AB54-18E68F29681C},866053,1996,7.22,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866056/1996,{88179312-1054-4D5E-92D7-E1B458FD2A81},866056,1996,5.96,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 10.19.2020,Mineração Guaíra Ltda.,SAND,Uninformed,MT
866519/2010,{A5165EE6-EAF5-449E-8BB3-FECFBD9F68C4},866519,2010,772.59,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos Brasil S A,CLAY,Industrial,MT
866353/2010,{AB704C3C-35DE-461F-9D88-8950548EC8A3},866353,2010,6.79,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 05/27/2016,Mineração Guaíra Ltda.,SAND,Construction,MT
866352/2010,{CBD00FB6-FC13-4E71-A07B-F63CA22533DB},866352,2010,31.98,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 05/27/2016,Mineração Guaíra Ltda.,SAND,Construction,MT
866144/2012,{A3B496C0-8576-4942-91CF-80147A0F3BF2},866144,2012,491.05,SEARCH AUTHORIZATION,293 - AUT PESQ / PESQ REPORT PRESENTED IN PARTIAL 26.07.2019,Copacel Indústria e Comercio de Calcário e Cereais Ltda,PHOSPHATE,fertilizer,MT
866207/2012,{3046E472-4121-4B02-A56C-5AC4090C368C},866207,2012,41.76,LICENSING,730 - LICENSE / LICENSE AUTHORIZED PUBLISHED 12/02/2014,Silmar Borba da Silva,SANDSTONE,Construction,MT
866618/2012,{8F8C17CB-1716-4E93-963F-F1616DDDFA2D},866618,2012,27.12,APPLICATION FOR LICENSE,1149 - LEAVE REQ / COMPLIANCE WITH REQUIREMENT AT 05.20.2019 PROTOCOLIZAD,Emal Empresa de Mineração Aripuanã Ltda,LIMESTONE,soil amendments,MT
866783/2012,{D1C096ED-D92A-43BE-91C5-439B9DCD5698},866783,2012,436.28,SEARCH AUTHORIZATION,224 - AUT PESQ / AUTO VIOLATION FINE published 15.05.2019,Mirelly de Oliveira Souza,GOLD ORE,Industrial,MT
866092/2013,{9F86C08A-68BE-49D0-9A34-C997BD8725E2},866092,2013,38.04,TILL garimpeira,694 - PAY INSPECTION IN MONITORING 10.08.2019 MADE,Debora Federici Soares Campos,GOLD ORE,Industrial,MT
866154/2013,{049C46D4-72A8-4439-A44A-C9219FD38D98},866154,2013,1993.97,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,energy,MT
866822/2012,{D3E85CD9-A35A-4ED3-9C9E-AA488D708B65},866822,2012,693.96,REQUEST OF A MINING RIGHT,317 - DIR MINING REQ / PESQ REPORT I PASS ART 30 CM IN PUBL 15/06/2020,Eitor Anselmo Busato,LIMESTONE,soil amendments,MT
866826/2012,{6E6E1A31-A266-41B7-A053-D6445E6FEE0A},866826,2012,997.48,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,CLAY,Industrial,MT
866827/2012,{5173586B-ED46-4BAB-BD2E-B908008E8831},866827,2012,999.29,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,CLAY,Industrial,MT
866910/2012,{55E17168-8A9F-4FC2-8B79-082A83E9AF15},866910,2012,915.63,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,CLAY,Industrial,MT
866911/2012,{EE01ACE3-9F0D-4A78-94D6-D3A77BCDA6D3},866911,2012,535.34,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,CLAY,Industrial,MT
867032/2012,{EA89E6E8-524E-4659-B1AD-BD619781C11C},867032,2012,988.35,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,CLAY,Industrial,MT
867043/2012,{20DB4E2E-3487-423F-B436-1D91FC00B6C8},867043,2012,924.8,SEARCH AUTHORIZATION,2349 - AUT PESQ / REQUIRED IN CONFIDENTIAL INFORMATION MINERÁRIA- 05.03.2019,Marcir Norberto Weber,GOLD ORE,Industrial,MT
866056/2013,{38CDFDEF-0848-4376-B6E4-A4653013E211},866056,2013,1944.76,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,energy,MT
866155/2013,{E0B1B99D-C7F4-4492-99C1-93B6C9FC369B},866155,2013,1993.67,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,energy,MT
866161/2013,{55A29221-B3D2-4AE9-96C9-30968F5F0FA4},866161,2013,1996.9,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 07/22/2016,Votorantim Cimentos S A,PEAT,energy,MT
866156/2013,{A2010B88-25FB-4D60-84F2-066CC2D647A2},866156,2013,1996.81,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,energy,MT
866162/2013,{25C04F84-E13A-4126-9DF7-2EDE5FEBE2FF},866162,2013,1489.78,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,energy,MT
866163/2013,{FDCAEBFC-CF47-4E1F-842E-84F929478B2B},866163,2013,1726.74,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,energy,MT
866147/2013,{63D9F275-A489-4FB5-852B-C16D12A8923D},866147,2013,233.06,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,LIMESTONE,Manufacture of cement,MT
866157/2013,{DCEB3742-301C-4536-981F-E9AA29F7201F},866157,2013,1956.55,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,PEAT,agricultural input,MT
866122/2013,{1DF25230-42AA-4805-B157-664B8D506678},866122,2013,983.83,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/07/2016,Votorantim Cimentos S A,CLAY,Industrial,MT
866067/2008,{A48A65EB-1881-4102-8C5C-68A3A5E87C06},866067,2008,29.44,APPLICATION TILL,1398 - REQ LAV / LEAVE ON ENVIRONMENTAL protocolled 12.14.2018,Mineração Guaíra Ltda.,SAND,Construction,MT
866955/2007,{346133EB-1FA7-4B95-8992-848781E51EC9},866955,2007,24.27,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/05/2013,Mineração Guaíra Ltda.,SAND,Construction,MT
866684/2013,{1D26A5AC-473A-4F8B-88DE-1B8AAE418ACB},866684,2013,22.91,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 09.09.2019,Claudinei Alves de Lima Me,SAND,Construction,MT
866681/2013,{A4816BE7-A862-46FD-90A2-69038A082110},866681,2013,489.37,APPLICATION TILL Garimpeira,1402 - REQ PLG / LEAVE ON ENVIRONMENTAL protocolled 08.12.2014,Cooperativa Mista dos Garimpeiros de Peixoto de Azevedo,DIAMOND,Industrial,MT
866642/2013,{CA8EFAA5-2C53-4F80-8D52-EF4A1E985AED},866642,2013,9844.91,TILL garimpeira,577 - PLG / APPLIED FINE published 12.13.2019,Cooperativa Mista dos Garimpeiros de Peixoto de Azevedo,DIAMOND,Industrial,MT
866728/2013,{8E9BDF4A-0EC7-4075-A0BF-E3A2AA2BFC4A},866728,2013,50,LICENSING,1401 - LEAVE / LEAVE ON ENVIRONMENTAL protocolled 06.05.2020,AUGUSTO DE FREITAS,SANDSTONE,Construction,MT
866956/2007,{AF22925C-B159-4307-B4BD-31C74E0BC15A},866956,2007,17.85,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/05/2013,Mineração Guaíra Ltda.,SAND,Construction,MT
866954/2007,{075FB5F8-2863-44DB-B3F9-C72998C354A9},866954,2007,32.19,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/05/2013,Mineração Guaíra Ltda.,SAND,Construction,MT
866953/2007,{1B9DC35B-F3F6-44E5-9FFD-0B267FA0D1B4},866953,2007,23.45,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 09/05/2013,Mineração Guaíra Ltda.,SAND,Construction,MT
866643/2013,{34F78C6D-EE63-4F09-BFFD-BF3C9164B299},866643,2013,7559.65,TILL garimpeira,513 - PLG / PERMISSION IN MINING prospecting PUBL 09/10/2020,Cooperativa Mista dos Garimpeiros de Peixoto de Azevedo,DIAMOND,Industrial,MT
866700/2013,{F67EFD4E-63C8-4C0E-BB5D-117E9171310B},866700,2013,41.46,LICENSING,736 - LICENSE / DOCUMENT IN SEVERAL filed 01/07/2020,Corsini & Soares Vieira Ltda Me,SAND,Construction,MT
861126/1981,{4426B5F6-909B-45AD-845A-0EC5E64B85FB},861126,1981,780.96,APPLICATION TILL,1398 - REQ LAV / LICENSE ON ENVIRONMENTAL protocolled 06.09.2019,Votorantim Cimentos S A,LIMESTONE,Uninformed,MT
866756/2013,{05B506C2-E342-4EA7-B152-F8F30FE4D552},866756,2013,1785.3,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos S A,PEAT,energy,MT
866989/2013,{30CFA2E8-FD02-469B-AC27-E4C8431941CA},866989,2013,993.01,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/27/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
867147/2013,{70583499-F43C-4521-9BAC-BD0760070FFC},867147,2013,26.26,LICENSING,742 - LICENSE / EXTENSION IN REGISTRY LICENSE AUTHORIZED 11.12.2019,Eldes Martins da Silva & Cia. Ltda Epp,SAND,Construction,MT
866999/2013,{AF7E132C-7325-4030-BF01-7D409D34EBF1},866999,2013,993.11,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
867000/2013,{BF14237D-1D22-4422-AA26-DB778F5C159C},867000,2013,993.74,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/27/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
866987/2013,{117A2E81-E27A-429E-96D6-CC4E7B0A18BB},866987,2013,999.57,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
866988/2013,{9486FEF8-193C-495F-BA82-223F96ED1A5E},866988,2013,996.4,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 02/13/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
866991/2013,{3BFAD5FC-9EA5-475E-A5A0-A42449DAE697},866991,2013,994.31,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
866992/2013,{FE7FC6EA-389B-429C-86CD-69C24B40F4FB},866992,2013,999.69,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/27/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
866995/2013,{B87FA9B2-B47F-4231-919A-FE9CBA186DB6},866995,2013,451.12,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos S A,LIMESTONE,Manufacture of cement,MT
867002/2013,{C054D0B9-9FB6-4432-9D31-DF84319FDA16},867002,2013,993.09,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/19/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
867003/2013,{EB2B366E-59F0-4533-B0FB-33A5B32E3F17},867003,2013,993.15,APPLICATION TILL,350 - REQ LAV / APPLICATION IN MINING filed 24/01/2018,Votorantim Cimentos S A,CLAY,Industrial,MT
867004/2013,{9ED95D9A-CC8D-461E-BB5A-A3A23444FD16},867004,2013,993.16,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 01/27/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
867123/2013,{2F554058-DBE4-46F1-A7CD-CD922AF57E6A},867123,2013,984.09,SEARCH AUTHORIZATION,294 - AUT PESQ / PESQ APPROVED RESIGNATION AUT pub 02/22/2016,Terrativa Minerais S.a.,CHALCEDONY,Industrial,MT
866809/2006,{3438D851-EF48-4BAD-BA47-3B623903A036},866809,2006,888.58,OF MINING CONCESSION,694 - PAY INSPECTION SURVEILLANCE made in 11/14/2019,Votorantim Cimentos S A,CLAY,Industrial,MT
866810/2006,{2800182D-64A3-494D-9410-7EF0AC6B4D88},866810,2006,996.5,OF MINING CONCESSION,694 - PAY INSPECTION SURVEILLANCE made in 11/14/2019,Votorantim Cimentos S A,CLAY,Industrial,MT
867288/2013,{0FA78004-5E90-4127-9393-ABE18228C47F},867288,2013,1.33,APPLICATION FOR LICENSE,1282 - REQ LICENSE / REJECTION WITH BURDEN IN PORT 266/2008 17.12.2015,A L Borges da Silva Me,SAND,Construction,MT
867207/2013,{AF4BB550-C58E-4680-A5D1-0EB4EFE7BD14},867207,2013,886.13,SEARCH AUTHORIZATION,236 - AUT PESQ / DOCUMENT IN SEVERAL filed 17/06/2019,Brminer Servicos Em Mineracao Ltda,DIAMOND,Industrial,MT
867382/2013,{E4BBFBC9-BFBA-4B6E-8832-86ABA876446E},867382,2013,9923.09,APPLICATION TILL Garimpeira,333 - REQ PLG / APPLICATION IN MINING prospecting filed 05/12/2013,Cooperativa Mista dos Garimpeiros de Peixoto de Azevedo,GOLD ORE,Industrial,MT
867380/2013,{A55A0526-8148-4435-8D50-0F761FC00E04},867380,2013,9792.03,APPLICATION TILL Garimpeira,333 - REQ PLG / APPLICATION IN MINING prospecting filed 05/12/2013,Cooperativa Mista dos Garimpeiros de Peixoto de Azevedo,GOLD ORE,Industrial,MT
866019/2014,{08595F9B-0F0A-4A47-A009-8867E8BCF445},866019,2014,36.64,LICENSING,2118 - LICENSE / LOW LICENSE - RELEASED FOR CALL ON 21/09/2018,Jose Brito dos Santos,SAND,Construction,MT
867408/2013,{57B392B3-EB6A-4788-9D0F-2D4281E088A3},867408,2013,10,SEARCH AUTHORIZATION,318 - AUT PESQ / PESQ REPORT NO APV II ART 30 CM IN PUB 08/03/2017,Votorantim Cimentos S A,CLAY,Industrial,MT
867381/2013,{3EF1EFB4-75F3-4EBD-895D-C8084BBB17C9},867381,2013,9896.24,APPLICATION TILL Garimpeira,333 - REQ PLG / APPLICATION IN MINING prospecting filed 05/12/2013,Cooperativa Mista dos Garimpeiros de Peixoto de Azevedo,GOLD ORE,Industrial,MT
